point,throughput
2024-04-16 07:11:00,2482.0
2024-04-16 07:12:00,2441.0
2024-04-16 07:13:00,2548.0
2024-04-16 07:14:00,2662.0
2024-04-16 07:15:00,2691.5
2024-04-16 07:16:00,2681.0
2024-04-16 07:17:00,2649.5
2024-04-16 07:18:00,2736.5
2024-04-16 07:19:00,2863.0
2024-04-16 07:20:00,2803.5
2024-04-16 07:21:00,2821.5
2024-04-16 07:22:00,2811.0
2024-04-16 07:23:00,2701.5
2024-04-16 07:24:00,2680.0
2024-04-16 07:25:00,2741.0
2024-04-16 07:26:00,2883.0
2024-04-16 07:27:00,2845.0
2024-04-16 07:28:00,2763.5
2024-04-16 07:29:00,2789.0
2024-04-16 07:30:00,2919.0
2024-04-16 07:31:00,2925.5
2024-04-16 07:32:00,2831.0
2024-04-16 07:33:00,2841.5
2024-04-16 07:34:00,2841.0
2024-04-16 07:35:00,2891.0
2024-04-16 07:36:00,2930.0
2024-04-16 07:37:00,2841.5
2024-04-16 07:38:00,2829.5
2024-04-16 07:39:00,2910.5
2024-04-16 07:40:00,2983.0
2024-04-16 07:41:00,3031.0
2024-04-16 07:42:00,3098.0
2024-04-16 07:43:00,3107.5
2024-04-16 07:44:00,3022.5
2024-04-16 07:45:00,2959.0
2024-04-16 07:46:00,2925.0
2024-04-16 07:47:00,2907.5
2024-04-16 07:48:00,2948.5
2024-04-16 07:49:00,2932.5
2024-04-16 07:50:00,2887.0
2024-04-16 07:51:00,2947.5
2024-04-16 07:52:00,2996.0
2024-04-16 07:53:00,3021.5
2024-04-16 07:54:00,3081.0
2024-04-16 07:55:00,3140.5
2024-04-16 07:56:00,3073.5
2024-04-16 07:57:00,3006.5
2024-04-16 07:58:00,3036.0
2024-04-16 07:59:00,3102.5
2024-04-16 08:00:00,3112.0
2024-04-16 08:01:00,3037.5
2024-04-16 08:02:00,2991.5
2024-04-16 08:03:00,2947.5
2024-04-16 08:04:00,2845.5
2024-04-16 08:05:00,2875.5
2024-04-16 08:06:00,2971.5
2024-04-16 08:07:00,2961.0
2024-04-16 08:08:00,2973.5
2024-04-16 08:09:00,2936.5
2024-04-16 08:10:00,2940.5
2024-04-16 08:11:00,3016.0
2024-04-16 08:12:00,2991.0
2024-04-16 08:13:00,2936.5
2024-04-16 08:14:00,2982.5
2024-04-16 08:15:00,2890.0
2024-04-16 08:16:00,2757.5
2024-04-16 08:17:00,2818.5
2024-04-16 08:18:00,2871.0
2024-04-16 08:19:00,2860.5
2024-04-16 08:20:00,2818.5
2024-04-16 08:21:00,2719.5
2024-04-16 08:22:00,2742.0
2024-04-16 08:23:00,2837.5
2024-04-16 08:24:00,2709.0
2024-04-16 08:25:00,2703.0
2024-04-16 08:26:00,2775.5
2024-04-16 08:27:00,2793.0
2024-04-16 08:28:00,2829.0
2024-04-16 08:29:00,2955.0
2024-04-16 08:30:00,3042.5
2024-04-16 08:31:00,3063.0
2024-04-16 08:32:00,3162.5
2024-04-16 08:33:00,3162.0
2024-04-16 08:34:00,3113.0
2024-04-16 08:35:00,3199.0
2024-04-16 08:36:00,3265.5
2024-04-16 08:37:00,3193.5
2024-04-16 08:38:00,3262.5
2024-04-16 08:39:00,3412.5
2024-04-16 08:40:00,3491.5
2024-04-16 08:41:00,3563.5
2024-04-16 08:42:00,3737.0
2024-04-16 08:43:00,3899.0
2024-04-16 08:44:00,4021.0
2024-04-16 08:45:00,4043.5
2024-04-16 08:46:00,4046.0
2024-04-16 08:47:00,4102.0
2024-04-16 08:48:00,3973.5
2024-04-16 08:49:00,3944.5
2024-04-16 08:50:00,4018.0
2024-04-16 08:51:00,3922.5
2024-04-16 08:52:00,3966.0
2024-04-16 08:53:00,3971.0
2024-04-16 08:54:00,3799.0
2024-04-16 08:55:00,3717.5
2024-04-16 08:56:00,3705.5
2024-04-16 08:57:00,3666.0
2024-04-16 08:58:00,3832.5
2024-04-16 08:59:00,4000.5
2024-04-16 09:00:00,3903.5
2024-04-16 09:01:00,3826.5
2024-04-16 09:02:00,3899.0
2024-04-16 09:03:00,3933.5
2024-04-16 09:04:00,3831.0
2024-04-16 09:05:00,3849.5
2024-04-16 09:06:00,3937.5
2024-04-16 09:07:00,3970.5
2024-04-16 09:08:00,3980.5
2024-04-16 09:09:00,4140.0
2024-04-16 09:10:00,4223.5
2024-04-16 09:11:00,4196.5
2024-04-16 09:12:00,4148.0
2024-04-16 09:13:00,4057.5
2024-04-16 09:14:00,4130.0
2024-04-16 09:15:00,4149.5
2024-04-16 09:16:00,4011.5
2024-04-16 09:17:00,3976.5
2024-04-16 09:18:00,4056.5
2024-04-16 09:19:00,4053.5
2024-04-16 09:20:00,4097.0
2024-04-16 09:21:00,4126.0
2024-04-16 09:22:00,4012.0
2024-04-16 09:23:00,3997.0
2024-04-16 09:24:00,4023.5
2024-04-16 09:25:00,3886.5
2024-04-16 09:26:00,3775.5
2024-04-16 09:27:00,3836.5
2024-04-16 09:28:00,4037.5
2024-04-16 09:29:00,4252.5
2024-04-16 09:30:00,4331.0
2024-04-16 09:31:00,4424.5
2024-04-16 09:32:00,4557.5
2024-04-16 09:33:00,4712.5
2024-04-16 09:34:00,4688.5
2024-04-16 09:35:00,4548.5
2024-04-16 09:36:00,4729.0
2024-04-16 09:37:00,5028.0
2024-04-16 09:38:00,5113.0
2024-04-16 09:39:00,5035.0
2024-04-16 09:40:00,5051.0
2024-04-16 09:41:00,5238.0
2024-04-16 09:42:00,5485.5
2024-04-16 09:43:00,5529.0
2024-04-16 09:44:00,5544.5
2024-04-16 09:45:00,5608.5
2024-04-16 09:46:00,5898.5
2024-04-16 09:47:00,6180.0
2024-04-16 09:48:00,6030.0
2024-04-16 09:49:00,6112.0
2024-04-16 09:50:00,6168.0
2024-04-16 09:51:00,6144.5
2024-04-16 09:52:00,6407.5
2024-04-16 09:53:00,6521.0
2024-04-16 09:54:00,6403.5
2024-04-16 09:55:00,6261.0
2024-04-16 09:56:00,6078.5
2024-04-16 09:57:00,6027.0
2024-04-16 09:58:00,5988.5
2024-04-16 09:59:00,5938.0
2024-04-16 10:00:00,5777.5
2024-04-16 10:01:00,5604.0
2024-04-16 10:02:00,5460.5
2024-04-16 10:03:00,5127.0
2024-04-16 10:04:00,5062.0
2024-04-16 10:05:00,5041.5
2024-04-16 10:06:00,4861.5
2024-04-16 10:07:00,4730.5
2024-04-16 10:08:00,4715.5
2024-04-16 10:09:00,4863.0
2024-04-16 10:10:00,4947.0
2024-04-16 10:11:00,4839.0
2024-04-16 10:12:00,4569.0
2024-04-16 10:13:00,4391.5
2024-04-16 10:14:00,4387.5
2024-04-16 10:15:00,4329.0
2024-04-16 10:16:00,4338.5
2024-04-16 10:17:00,4435.0
2024-04-16 10:18:00,4609.5
2024-04-16 10:19:00,4638.0
2024-04-16 10:20:00,4498.5
2024-04-16 10:21:00,4478.5
2024-04-16 10:22:00,4348.5
2024-04-16 10:23:00,4214.0
2024-04-16 10:24:00,4298.0
2024-04-16 10:25:00,4430.0
2024-04-16 10:26:00,4449.5
2024-04-16 10:27:00,4231.0
2024-04-16 10:28:00,4168.5
2024-04-16 10:29:00,4293.0
2024-04-16 10:30:00,4258.0
2024-04-16 10:31:00,4324.5
2024-04-16 10:32:00,4305.0
2024-04-16 10:33:00,4160.5
2024-04-16 10:34:00,4251.0
2024-04-16 10:35:00,4374.0
2024-04-16 10:36:00,4453.5
2024-04-16 10:37:00,4499.0
2024-04-16 10:38:00,4590.5
2024-04-16 10:39:00,4645.0
2024-04-16 10:40:00,4376.0
2024-04-16 10:41:00,4158.5
2024-04-16 10:42:00,4227.0
2024-04-16 10:43:00,4275.0
2024-04-16 10:44:00,4398.5
2024-04-16 10:45:00,4578.0
2024-04-16 10:46:00,4871.0
2024-04-16 10:47:00,5079.5
2024-04-16 10:48:00,4873.0
2024-04-16 10:49:00,4635.0
2024-04-16 10:50:00,4658.0
2024-04-16 10:51:00,4786.0
2024-04-16 10:52:00,4835.0
2024-04-16 10:53:00,4870.0
2024-04-16 10:54:00,4872.0
2024-04-16 10:55:00,4761.0
2024-04-16 10:56:00,4714.5
2024-04-16 10:57:00,4822.5
2024-04-16 10:58:00,4787.0
2024-04-16 10:59:00,4649.0
2024-04-16 11:00:00,4479.0
2024-04-16 11:01:00,4396.5
2024-04-16 11:02:00,4464.0
2024-04-16 11:03:00,4493.0
2024-04-16 11:04:00,4510.0
2024-04-16 11:05:00,4628.0
2024-04-16 11:06:00,4675.0
2024-04-16 11:07:00,4563.0
2024-04-16 11:08:00,4512.0
2024-04-16 11:09:00,4440.0
2024-04-16 11:10:00,4450.5
2024-04-16 11:11:00,4574.0
2024-04-16 11:12:00,4558.0
2024-04-16 11:13:00,4248.0
2024-04-16 11:14:00,4093.5
2024-04-16 11:15:00,4230.5
2024-04-16 11:16:00,4308.5
2024-04-16 11:17:00,4227.0
2024-04-16 11:18:00,4171.5
2024-04-16 11:19:00,4246.0
2024-04-16 11:20:00,4270.5
2024-04-16 11:21:00,4334.0
2024-04-16 11:22:00,4192.5
2024-04-16 11:23:00,4078.5
2024-04-16 11:24:00,4098.5
2024-04-16 11:25:00,4045.5
2024-04-16 11:26:00,4070.5
2024-04-16 11:27:00,4110.5
2024-04-16 11:28:00,4223.5
2024-04-16 11:29:00,4418.5
2024-04-16 11:30:00,4458.5
2024-04-16 11:31:00,4396.5
2024-04-16 11:32:00,4432.0
2024-04-16 11:33:00,4501.5
2024-04-16 11:34:00,4588.5
2024-04-16 11:35:00,4599.5
2024-04-16 11:36:00,4469.0
2024-04-16 11:37:00,4403.5
2024-04-16 11:38:00,4505.5
2024-04-16 11:39:00,4466.0
2024-04-16 11:40:00,4503.0
2024-04-16 11:41:00,4589.0
2024-04-16 11:42:00,4538.0
2024-04-16 11:43:00,4683.5
2024-04-16 11:44:00,4788.0
2024-04-16 11:45:00,4623.0
2024-04-16 11:46:00,4447.5
2024-04-16 11:47:00,4521.5
2024-04-16 11:48:00,4687.5
2024-04-16 11:49:00,4744.5
2024-04-16 11:50:00,4431.5
2024-04-16 11:51:00,4161.5
2024-04-16 11:52:00,4229.5
2024-04-16 11:53:00,4370.5
2024-04-16 11:54:00,4476.5
2024-04-16 11:55:00,4475.5
2024-04-16 11:56:00,4507.5
2024-04-16 11:57:00,4600.5
2024-04-16 11:58:00,4673.0
2024-04-16 11:59:00,4453.0
2024-04-16 12:00:00,4250.5
2024-04-16 12:01:00,4317.0
2024-04-16 12:02:00,4388.5
2024-04-16 12:03:00,4535.5
2024-04-16 12:04:00,4529.0
2024-04-16 12:05:00,4481.0
2024-04-16 12:06:00,4634.5
2024-04-16 12:07:00,4671.0
2024-04-16 12:08:00,4629.5
2024-04-16 12:09:00,4567.5
2024-04-16 12:10:00,4493.5
2024-04-16 12:11:00,4519.5
2024-04-16 12:12:00,4574.0
2024-04-16 12:13:00,4496.0
2024-04-16 12:14:00,4397.0
2024-04-16 12:15:00,4460.0
2024-04-16 12:16:00,4519.0
2024-04-16 12:17:00,4499.0
2024-04-16 12:18:00,4477.0
2024-04-16 12:19:00,4488.0
2024-04-16 12:20:00,4405.5
2024-04-16 12:21:00,4391.5
2024-04-16 12:22:00,4556.5
2024-04-16 12:23:00,4546.0
2024-04-16 12:24:00,4495.0
2024-04-16 12:25:00,4479.0
2024-04-16 12:26:00,4293.5
2024-04-16 12:27:00,4224.0
2024-04-16 12:28:00,4201.0
